(2045, ((('cue', (0.15629028943752063, 1.5133860269969597)), ('red', (0.7100226073337639, 1.4155459688536118)), ('blue', (0.48014680012785127, 0.7034229265211279)), ('yellow', (0.322401522946168, 1.2592854146315007))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(10043, ((('cue', (0.0596290696298193, 1.4063799183119563)), ('red', (0.6867608312259534, 1.4758839928655667)), ('blue', (0.8539201085181941, 1.1522737637742138)), ('yellow', (0.5712628326165047, 0.5717225853753014))), 'pot blue ball into bottom_left pocket with a bank shot')), Success Rate: 3 / 10 = 0.3
(9306, ((('cue', (0.39432430624590753, 0.43516061212002977)), ('red', (0.47456580119692304, 1.2901309100617955)), ('yellow', (0.7799215447501994, 0.9493435380846983)), ('blue', (0.5777417605846489, 0.8926687625439298))), 'pot yellow ball into bottom_left pocket indirectly')), Success Rate: 1 / 10 = 0.1
(1148, ((('cue', (0.3852185608752513, 1.4583822410385427)), ('blue', (0.16713860881788264, 0.18631513092587718)), ('yellow', (0.8375577209560318, 1.2803537920013508)), ('red', (0.2042964627597172, 1.9378727035943064))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 3 / 10 = 0.3
(10360, ((('cue', (0.5410412645846766, 1.412711719107417)), ('red', (0.5178639267017773, 1.8799344959712847)), ('yellow', (0.8052239390176256, 0.8668951603283004)), ('blue', (0.1617889644078651, 0.7481298711373453))), 'pot blue ball into bottom_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(11087, ((('cue', (0.05503492254166763, 0.9665032146105907)), ('red', (0.8756029041999348, 0.061946952656806276)), ('yellow', (0.1337301566133678, 0.17368265001667513)), ('blue', (0.3394152624567913, 1.5379093734))), 'pot blue ball into middle_right pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(4266, ((('cue', (0.31325013039379923, 1.035327633515514)), ('blue', (0.1086685682587426, 0.946350122897398)), ('yellow', (0.5454984523194745, 0.06766276828991677)), ('red', (0.22234358504969548, 0.8466800858805612))), 'pot blue ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(7037, ((('cue', (0.6540749971154088, 1.8600011670705576)), ('yellow', (0.1483136821414539, 1.8705265044706867)), ('blue', (0.1851424887062555, 1.6814739524935147)), ('red', (0.5790091868939683, 1.501139156506783))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 1 / 10 = 0.1
(11339, ((('cue', (0.4955223645822502, 1.7773188149524803)), ('blue', (0.3274486299230882, 1.8157612213855592)), ('red', (0.48148943358492236, 0.24403196391566942)), ('yellow', (0.8735809158112317, 0.7604728730761047))), 'pot blue ball into top_left pocket directly')), Success Rate: 10 / 10 = 1.0
(4655, ((('cue', (0.6878111537543596, 1.769083320607361)), ('red', (0.7886452781107269, 0.5431244760636474)), ('yellow', (0.6820197446974157, 1.636971210132078)), ('blue', (0.5386224155931937, 1.8051519904699331))), 'pot red ball into bottom_right pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(8343, ((('cue', (0.3911931210934131, 0.8829256730641246)), ('red', (0.7824534726603035, 0.9141320150677956)), ('blue', (0.0850367067482321, 1.8062135401863573)), ('yellow', (0.447934836683333, 0.541823053768776))), 'pot yellow ball into bottom_right pocket directly')), Success Rate: 6 / 10 = 0.6
(3239, ((('cue', (0.6350421636601841, 0.9513596945628525)), ('yellow', (0.15673348559407504, 1.5967374226480968)), ('red', (0.45857994331010055, 0.6395740009188955)), ('blue', (0.9404139252134386, 1.890902840892935))), 'pot red ball into bottom_right pocket directly')), Success Rate: 1 / 10 = 0.1
(6307, ((('cue', (0.2013302191909515, 1.4027093181639816)), ('red', (0.7727829368831881, 0.14045863795481903)), ('yellow', (0.08653936550809493, 0.12902731818309127)), ('blue', (0.17471161034801383, 0.5250216207007842))), 'pot yellow ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(9991, ((('cue', (0.0692284013562782, 1.5625410861611004)), ('yellow', (0.549529867104457, 0.5346302752172644)), ('red', (0.9070058271945152, 1.3241570358377213)), ('blue', (0.5815779503564966, 0.1706099260543889))), 'pot yellow ball into top_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(5743, ((('cue', (0.4460135584759548, 1.2446432038379498)), ('yellow', (0.5852957228850981, 0.13801936801024978)), ('red', (0.05140694511176366, 0.5071784696049737)), ('blue', (0.4303414618734511, 0.4382661114425884))), 'pot red ball into bottom_left pocket indirectly')), Success Rate: 9 / 10 = 0.9
(9224, ((('cue', (0.36674179566582166, 1.3759273815227482)), ('red', (0.25855790228915443, 1.6924502740705725)), ('yellow', (0.09384822244895429, 0.48277617780242554)), ('blue', (0.19756469964771806, 1.477441236194015))), 'pot yellow ball into top_right pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(5897, ((('cue', (0.4289466443669768, 0.7400516191919471)), ('yellow', (0.8615573210762824, 0.5508435005486291)), ('blue', (0.49465719135114306, 0.46130935888133984)), ('red', (0.5271696550944341, 0.860956557769911))), 'pot red ball into top_left pocket indirectly')), Success Rate: 7 / 10 = 0.7
(2154, ((('cue', (0.7036136696107888, 0.456540867856964)), ('yellow', (0.2908360912412472, 1.2572141089421847)), ('red', (0.06343995025018682, 1.741103655914489)), ('blue', (0.3462245150205886, 1.749406151276151))), 'pot blue ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(2543, ((('cue', (0.6014391126797508, 0.7276100632693132)), ('blue', (0.13114596678329876, 0.8353445486560992)), ('red', (0.8979873443627947, 0.3440213599550964)), ('yellow', (0.21980721411709073, 1.8564361916495802))), 'pot red ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(5249, ((('cue', (0.4565365495052729, 1.0144985882154716)), ('yellow', (0.6631910674930745, 0.32534209711812545)), ('blue', (0.158521792724376, 0.9225020557456379)), ('red', (0.721172647477833, 1.8192855722631347))), 'pot blue ball into bottom_right pocket indirectly')), Success Rate: 2 / 10 = 0.2
(2540, ((('cue', (0.12521418750171964, 0.13035441346810395)), ('yellow', (0.804500863421705, 0.26027997000382563)), ('blue', (0.25528688364467045, 1.7926017657120212)), ('red', (0.06993184916759174, 1.321369956412772))), 'pot blue ball into top_left pocket indirectly')), Success Rate: 4 / 10 = 0.4
(9702, ((('cue', (0.6074898558115035, 0.3270203367788975)), ('red', (0.7595998638424082, 0.5265942789103208)), ('blue', (0.18048311540541354, 0.913866421450877)), ('yellow', (0.21193291293388167, 0.9692166069235422))), 'pot blue ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(11240, ((('cue', (0.45256535200431747, 1.7548182525246157)), ('yellow', (0.23569693389975058, 0.9508197004551753)), ('red', (0.15165040944054017, 1.8692470385641529)), ('blue', (0.34652129717509716, 1.6010412671085672))), 'pot blue ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(5291, ((('cue', (0.2621602855116527, 1.8854223154357561)), ('yellow', (0.5601414991765722, 0.977550805058729)), ('blue', (0.33573469231981157, 0.8266594553999033)), ('red', (0.6198930746729898, 0.5220790496274789))), 'pot yellow ball into bottom_right pocket with a bank shot')), Success Rate: 7 / 10 = 0.7
(7944, ((('cue', (0.39952815691675947, 0.09062958989246515)), ('blue', (0.26122653087078773, 1.3373463199489912)), ('yellow', (0.6991150121252443, 1.659175611652533)), ('red', (0.49906305577599763, 0.27202275489753436))), 'pot blue ball into top_left pocket directly')), Success Rate: 6 / 10 = 0.6
(4021, ((('cue', (0.7457862638100523, 0.2658091139157433)), ('red', (0.23086455587425386, 0.5037010427951356)), ('blue', (0.8811223190297661, 0.9797861680715503)), ('yellow', (0.13824970436040973, 0.40358128016685346))), 'pot red ball into middle_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(11728, ((('cue', (0.23080353338736267, 1.4211807231613793)), ('blue', (0.11840206531358825, 1.4936752982121833)), ('red', (0.9398803103568076, 0.2289745006781458)), ('yellow', (0.4713677148595897, 1.0149090038324775))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(11491, ((('cue', (0.8897742712084536, 0.7001616408790362)), ('red', (0.6252784022169514, 0.7733326839884809)), ('blue', (0.5935554202318715, 1.1752352398343904)), ('yellow', (0.6884146892228353, 1.7171474362994257))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(4863, ((('cue', (0.2125928579576225, 1.0618232415456372)), ('blue', (0.04704125185148742, 0.46185187347695056)), ('red', (0.23207747717439703, 0.8545287309830126)), ('yellow', (0.3477874169058659, 1.9344819345355573))), 'pot blue ball into bottom_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(7144, ((('cue', (0.944070154635971, 1.610992546397324)), ('blue', (0.5756893122925438, 1.6655274797441018)), ('yellow', (0.5064658291065756, 0.5077971292577526)), ('red', (0.05105707261902187, 1.201093399789359))), 'pot blue ball into top_left pocket with a bank shot')), Success Rate: 8 / 10 = 0.8
(8904, ((('cue', (0.47924176746364466, 0.3976641572874813)), ('yellow', (0.7725709028766422, 0.9785790683934789)), ('red', (0.45000102562794997, 0.7174944195769256)), ('blue', (0.18160500215275485, 1.326873453999513))), 'pot blue ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(4945, ((('cue', (0.6810356715963674, 0.31111375004240416)), ('red', (0.3565818128971756, 0.9679891324332297)), ('blue', (0.5799162850793043, 0.18971170597348244)), ('yellow', (0.2872269477058491, 0.07286014652189184))), 'pot yellow ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(12793, ((('cue', (0.8834484585728813, 0.6404957488941109)), ('yellow', (0.7491227543616975, 0.6654901411164462)), ('red', (0.8156452763819239, 1.6463746046905379)), ('blue', (0.8742296332492272, 1.7338066859664631))), 'pot yellow ball into middle_left pocket with a bank shot')), Success Rate: 8 / 10 = 0.8
(8867, ((('cue', (0.23018510823216795, 0.584954289013196)), ('yellow', (0.8475378914003229, 1.255374721240051)), ('red', (0.08053126061154775, 0.14393653400498668)), ('blue', (0.1402521503926508, 1.12557219903346))), 'pot yellow ball into top_right pocket indirectly')), Success Rate: 3 / 10 = 0.3
(7366, ((('cue', (0.6680790653102133, 1.3900975326448808)), ('yellow', (0.9034567973929577, 1.3847697983851082)), ('red', (0.4183685360086099, 0.12274381752625543)), ('blue', (0.5180024319914796, 1.8497239665988812))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(2711, ((('cue', (0.5009844413737009, 1.5214561346759568)), ('red', (0.59908893290285, 0.5062974356308272)), ('blue', (0.6547624617962825, 1.0025194577671823)), ('yellow', (0.2792787672569184, 1.7039359551870084))), 'pot yellow ball into top_left pocket directly')), Success Rate: 10 / 10 = 1.0
(1573, ((('cue', (0.24231069948526143, 0.7434635350539002)), ('yellow', (0.3511698089979608, 0.37287987616218965)), ('blue', (0.7945597038183404, 0.123752350631755)), ('red', (0.6442163446678931, 1.1643882366748635))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success Rate: 4 / 10 = 0.4
(11743, ((('cue', (0.9061738445865882, 0.7352531515701763)), ('blue', (0.40961500398312845, 1.7101160904124058)), ('yellow', (0.44492842556902534, 1.5553874364399558)), ('red', (0.5699917604550128, 0.35530101232427025))), 'pot red ball into top_left pocket indirectly')), Success Rate: 1 / 10 = 0.1
(1302, ((('cue', (0.5553350412300984, 0.575595758553516)), ('red', (0.6181330497831844, 1.2422381844451016)), ('blue', (0.4671732724438433, 1.6988660060181069)), ('yellow', (0.11080687100046485, 0.24841403064427106))), 'pot blue ball into top_left pocket directly')), Success Rate: 4 / 10 = 0.4
(7884, ((('cue', (0.8991987431982861, 1.6089671697403625)), ('blue', (0.39217183494775665, 1.5137325792625198)), ('red', (0.22661405249429947, 1.660319311716735)), ('yellow', (0.23815884251898334, 1.8023876421769585))), 'pot red ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(5422, ((('cue', (0.4454342120511836, 1.5063412548315966)), ('yellow', (0.1428460431478425, 1.1459981220385551)), ('blue', (0.13292878882497144, 1.5624582521075663)), ('red', (0.3830552397310619, 1.5988382528642464))), 'pot red ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(7742, ((('cue', (0.6921182077926487, 1.81205425375763)), ('yellow', (0.09909981868892842, 1.0701046712769005)), ('blue', (0.3797443439160739, 1.6662640551771128)), ('red', (0.6546853738831642, 0.5667949616387686))), 'pot blue ball into bottom_left pocket with a bank shot')), Success Rate: 2 / 10 = 0.2
(2708, ((('cue', (0.5992766204725771, 1.109379011960111)), ('blue', (0.7563080672827038, 1.206260231026236)), ('red', (0.22398330939182648, 1.4574602590564243)), ('yellow', (0.7778848753674028, 1.0207312502219732))), 'pot blue ball into middle_left pocket with a bank shot')), Success Rate: 6 / 10 = 0.6
(4144, ((('cue', (0.10036617243364869, 1.2565930743004603)), ('red', (0.09453648429456923, 1.0369753648596034)), ('yellow', (0.5170368148475825, 1.1030278082391114)), ('blue', (0.21457917024886647, 0.23622490396646148))), 'pot blue ball into top_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(4754, ((('cue', (0.05744669100756328, 1.541562521328782)), ('red', (0.1861518707500539, 0.3913954960989928)), ('yellow', (0.5120608060934544, 1.7328125747712109)), ('blue', (0.349338706012985, 0.9937925133017809))), 'pot yellow ball into middle_right pocket with a bank shot')), Success Rate: 3 / 10 = 0.3
(755, ((('cue', (0.8024183442476117, 0.10199838263845795)), ('yellow', (0.5545381621998918, 1.1062643662875384)), ('blue', (0.6640617828905971, 1.150137567606187)), ('red', (0.45773983160456067, 0.3474992002130973))), 'pot red ball into middle_right pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(9141, ((('cue', (0.26867706028201743, 1.536758436454999)), ('red', (0.6666550788044486, 1.6378639265523773)), ('blue', (0.08329088496359846, 0.7401968554629813)), ('yellow', (0.23893251086801462, 0.046134879366897495))), 'pot yellow ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(3750, ((('cue', (0.4127797636081242, 1.3855732929211038)), ('blue', (0.365149516074065, 0.5156902542342646)), ('yellow', (0.2627402846228241, 0.7725373039061513)), ('red', (0.44102262958061234, 1.7259438606634534))), 'pot yellow ball into bottom_left pocket with a bank shot')), Success Rate: 1 / 10 = 0.1
(4837, ((('cue', (0.40239463725821967, 1.6861424522232655)), ('blue', (0.9157252233050885, 0.11470826907952311)), ('yellow', (0.6460319992874227, 1.169018949188115)), ('red', (0.4217979122467864, 1.7963084651990366))), 'pot yellow ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(3612, ((('cue', (0.8105892547967117, 1.4103430497987446)), ('blue', (0.906212209616879, 0.21942847507712068)), ('red', (0.26828008855510965, 1.2516143208751853)), ('yellow', (0.667682327905793, 1.7800160879744786))), 'pot red ball into top_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(3529, ((('cue', (0.5532721574503675, 1.874645837824142)), ('red', (0.8584657358863752, 1.6628044401947897)), ('yellow', (0.7302188348831743, 1.4442343929071253)), ('blue', (0.4229539730287145, 0.04996471573180405))), 'pot yellow ball into middle_left pocket indirectly')), Success Rate: 7 / 10 = 0.7
(8623, ((('cue', (0.05459326707279294, 0.19128731288317607)), ('blue', (0.8660185178963627, 0.45224006816771467)), ('yellow', (0.8585953480515645, 0.7782017663451533)), ('red', (0.884636832851327, 1.5557571102925014))), 'pot yellow ball into top_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(3942, ((('cue', (0.7501986760898537, 1.4346847544262673)), ('red', (0.728263937639461, 1.0194519008533867)), ('yellow', (0.3449436508293877, 1.8844005749282489)), ('blue', (0.7337603092964994, 0.10991902876494015))), 'pot red ball into bottom_right pocket directly')), Success Rate: 6 / 10 = 0.6
(1650, ((('cue', (0.7864287976821269, 1.2264025257282554)), ('yellow', (0.0935857699009868, 0.5077786998608503)), ('blue', (0.18321684553266276, 1.1732395059935672)), ('red', (0.7805647291338513, 0.7811231415995912))), 'pot yellow ball into bottom_right pocket indirectly')), Success Rate: 1 / 10 = 0.1
(4621, ((('cue', (0.8096720970771822, 0.08140115073211088)), ('red', (0.12159591933423389, 1.7388536989648884)), ('blue', (0.04552308614944415, 0.6860671930834976)), ('yellow', (0.41087993676785595, 0.5071888476623604))), 'pot red ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(1780, ((('cue', (0.20186071034720093, 0.04530579830179127)), ('red', (0.5832226580876927, 1.3485035637770906)), ('yellow', (0.8262084873218609, 1.0036573786365917)), ('blue', (0.7301976731225864, 1.1033226112505583))), 'pot red ball into bottom_left pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
(568, ((('cue', (0.18162482051499226, 1.33756532657477)), ('yellow', (0.4440009039229813, 1.6661734339407954)), ('blue', (0.5036746131157354, 1.839366302286873)), ('red', (0.5600951355010567, 0.9897594275003551))), 'pot blue ball into bottom_right pocket indirectly')), Success Rate: 0 / 10 = 0.0
(6721, ((('cue', (0.8446743508884744, 1.1627407088515358)), ('red', (0.05953810577077025, 0.23267890292364635)), ('yellow', (0.3502162125529811, 0.4247641237931845)), ('blue', (0.17834439191186877, 0.3580266494615948))), 'pot red ball into top_right pocket with a bank shot')), Success Rate: 0 / 10 = 0.0
